motif	category	term	side	ortholog	path	pathway
K00133_upstream.fna.motif.h2_5	Conserved sequence (low covariation and power)	K00133	upstream	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	map01210	2-Oxocarboxylic acid metabolism
K00133_upstream.fna.motif.h2_5	Conserved sequence (low covariation and power)	K00133	upstream	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	ko01210	NA
K00133_upstream.fna.motif.h2_5	Conserved sequence (low covariation and power)	K00133	upstream	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	map01230	Biosynthesis of amino acids
K00133_upstream.fna.motif.h2_5	Conserved sequence (low covariation and power)	K00133	upstream	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	ko01230	NA
K00145_upstream.fna.motif.h1_5.h2_4.h2_1.h1_1	Conserved sequence (low covariation and power)	K00145	upstream	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	map00220	Arginine biosynthesis
K00145_upstream.fna.motif.h1_5.h2_4.h2_1.h1_1	Conserved sequence (low covariation and power)	K00145	upstream	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	ko00220	NA
K00145_upstream.fna.motif.h1_5.h2_4.h2_1.h1_1	Conserved sequence (low covariation and power)	K00145	upstream	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	map01100	Metabolic pathways
K00145_upstream.fna.motif.h1_5.h2_4.h2_1.h1_1	Conserved sequence (low covariation and power)	K00145	upstream	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	ko01100	NA
K00145_upstream.fna.motif.h1_5.h2_4.h2_1.h1_1	Conserved sequence (low covariation and power)	K00145	upstream	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	map01110	Biosynthesis of secondary metabolites
K00145_upstream.fna.motif.h1_5.h2_4.h2_1.h1_1	Conserved sequence (low covariation and power)	K00145	upstream	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	ko01110	NA
K00145_upstream.fna.motif.h1_5.h2_4.h2_1.h1_1	Conserved sequence (low covariation and power)	K00145	upstream	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	map01210	2-Oxocarboxylic acid metabolism
K00145_upstream.fna.motif.h1_5.h2_4.h2_1.h1_1	Conserved sequence (low covariation and power)	K00145	upstream	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	ko01210	NA
K00145_upstream.fna.motif.h1_5.h2_4.h2_1.h1_1	Conserved sequence (low covariation and power)	K00145	upstream	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	map01230	Biosynthesis of amino acids
K00145_upstream.fna.motif.h1_5.h2_4.h2_1.h1_1	Conserved sequence (low covariation and power)	K00145	upstream	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	ko01230	NA
K00147_upstream.fna.motif.h1_1	High covariation	K00147	upstream	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	map00330	Arginine and proline metabolism
K00147_upstream.fna.motif.h1_1	High covariation	K00147	upstream	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	ko00330	NA
K00147_upstream.fna.motif.h1_1	High covariation	K00147	upstream	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	map00332	Carbapenem biosynthesis
K00147_upstream.fna.motif.h1_1	High covariation	K00147	upstream	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	ko00332	NA
K00147_upstream.fna.motif.h1_1	High covariation	K00147	upstream	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	map01100	Metabolic pathways
K00147_upstream.fna.motif.h1_1	High covariation	K00147	upstream	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	ko01100	NA
K00147_upstream.fna.motif.h1_1	High covariation	K00147	upstream	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	map01110	Biosynthesis of secondary metabolites
K00147_upstream.fna.motif.h1_1	High covariation	K00147	upstream	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	ko01110	NA
K00147_upstream.fna.motif.h1_1	High covariation	K00147	upstream	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	map01230	Biosynthesis of amino acids
K00147_upstream.fna.motif.h1_1	High covariation	K00147	upstream	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	ko01230	NA
K00215_upstream.fna.motif.h1_5.h2_5	Conserved sequence (low covariation and power)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map00261	Monobactam biosynthesis
K00215_upstream.fna.motif.h1_5.h2_5	Conserved sequence (low covariation and power)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko00261	NA
K00215_upstream.fna.motif.h1_5.h2_5	Conserved sequence (low covariation and power)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map00300	Lysine biosynthesis
K00215_upstream.fna.motif.h1_5.h2_5	Conserved sequence (low covariation and power)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko00300	NA
K00215_upstream.fna.motif.h1_5.h2_5	Conserved sequence (low covariation and power)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map01100	Metabolic pathways
K00215_upstream.fna.motif.h1_5.h2_5	Conserved sequence (low covariation and power)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko01100	NA
K00215_upstream.fna.motif.h1_5.h2_5	Conserved sequence (low covariation and power)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map01110	Biosynthesis of secondary metabolites
K00215_upstream.fna.motif.h1_5.h2_5	Conserved sequence (low covariation and power)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko01110	NA
K00215_upstream.fna.motif.h1_5.h2_5	Conserved sequence (low covariation and power)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map01120	Microbial metabolism in diverse environments
K00215_upstream.fna.motif.h1_5.h2_5	Conserved sequence (low covariation and power)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko01120	NA
K00215_upstream.fna.motif.h1_5.h2_5	Conserved sequence (low covariation and power)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map01230	Biosynthesis of amino acids
K00215_upstream.fna.motif.h1_5.h2_5	Conserved sequence (low covariation and power)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko01230	NA
K00215_upstream.fna.motif.h1_2.h2_1	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map00261	Monobactam biosynthesis
K00215_upstream.fna.motif.h1_2.h2_1	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko00261	NA
K00215_upstream.fna.motif.h1_2.h2_1	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map00300	Lysine biosynthesis
K00215_upstream.fna.motif.h1_2.h2_1	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko00300	NA
K00215_upstream.fna.motif.h1_2.h2_1	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map01100	Metabolic pathways
K00215_upstream.fna.motif.h1_2.h2_1	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko01100	NA
K00215_upstream.fna.motif.h1_2.h2_1	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map01110	Biosynthesis of secondary metabolites
K00215_upstream.fna.motif.h1_2.h2_1	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko01110	NA
K00215_upstream.fna.motif.h1_2.h2_1	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map01120	Microbial metabolism in diverse environments
K00215_upstream.fna.motif.h1_2.h2_1	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko01120	NA
K00215_upstream.fna.motif.h1_2.h2_1	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map01230	Biosynthesis of amino acids
K00215_upstream.fna.motif.h1_2.h2_1	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko01230	NA
K00215_upstream.fna.motif.h1_4.h2_2.h2_3	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map00261	Monobactam biosynthesis
K00215_upstream.fna.motif.h1_4.h2_2.h2_3	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko00261	NA
K00215_upstream.fna.motif.h1_4.h2_2.h2_3	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map00300	Lysine biosynthesis
K00215_upstream.fna.motif.h1_4.h2_2.h2_3	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko00300	NA
K00215_upstream.fna.motif.h1_4.h2_2.h2_3	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map01100	Metabolic pathways
K00215_upstream.fna.motif.h1_4.h2_2.h2_3	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko01100	NA
K00215_upstream.fna.motif.h1_4.h2_2.h2_3	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map01110	Biosynthesis of secondary metabolites
K00215_upstream.fna.motif.h1_4.h2_2.h2_3	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko01110	NA
K00215_upstream.fna.motif.h1_4.h2_2.h2_3	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map01120	Microbial metabolism in diverse environments
K00215_upstream.fna.motif.h1_4.h2_2.h2_3	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko01120	NA
K00215_upstream.fna.motif.h1_4.h2_2.h2_3	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	map01230	Biosynthesis of amino acids
K00215_upstream.fna.motif.h1_4.h2_2.h2_3	High power (low covariation)	K00215	upstream	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko01230	NA
K00228_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	map00860	Porphyrin metabolism
K00228_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	ko00860	NA
K00228_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	map01100	Metabolic pathways
K00228_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	ko01100	NA
K00228_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	map01110	Biosynthesis of secondary metabolites
K00228_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	ko01110	NA
K00228_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	map01240	Biosynthesis of cofactors
K00228_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	ko01240	NA
K00228_upstream.fna.motif.h1_1.h1_4	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	map00860	Porphyrin metabolism
K00228_upstream.fna.motif.h1_1.h1_4	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	ko00860	NA
K00228_upstream.fna.motif.h1_1.h1_4	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	map01100	Metabolic pathways
K00228_upstream.fna.motif.h1_1.h1_4	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	ko01100	NA
K00228_upstream.fna.motif.h1_1.h1_4	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	map01110	Biosynthesis of secondary metabolites
K00228_upstream.fna.motif.h1_1.h1_4	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	ko01110	NA
K00228_upstream.fna.motif.h1_1.h1_4	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	map01240	Biosynthesis of cofactors
K00228_upstream.fna.motif.h1_1.h1_4	Conserved sequence (low covariation and power)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	ko01240	NA
K00228_upstream.fna.motif.h1_2	High power (low covariation)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	map00860	Porphyrin metabolism
K00228_upstream.fna.motif.h1_2	High power (low covariation)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	ko00860	NA
K00228_upstream.fna.motif.h1_2	High power (low covariation)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	map01100	Metabolic pathways
K00228_upstream.fna.motif.h1_2	High power (low covariation)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	ko01100	NA
K00228_upstream.fna.motif.h1_2	High power (low covariation)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	map01110	Biosynthesis of secondary metabolites
K00228_upstream.fna.motif.h1_2	High power (low covariation)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	ko01110	NA
K00228_upstream.fna.motif.h1_2	High power (low covariation)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	map01240	Biosynthesis of cofactors
K00228_upstream.fna.motif.h1_2	High power (low covariation)	K00228	upstream	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	ko01240	NA
K00259_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00259	upstream	ald; alanine dehydrogenase [EC:1.4.1.1]	map00250	Alanine, aspartate and glutamate metabolism
K00259_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00259	upstream	ald; alanine dehydrogenase [EC:1.4.1.1]	ko00250	NA
K00259_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00259	upstream	ald; alanine dehydrogenase [EC:1.4.1.1]	map00430	Taurine and hypotaurine metabolism
K00259_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00259	upstream	ald; alanine dehydrogenase [EC:1.4.1.1]	ko00430	NA
K00259_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00259	upstream	ald; alanine dehydrogenase [EC:1.4.1.1]	map01100	Metabolic pathways
K00259_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00259	upstream	ald; alanine dehydrogenase [EC:1.4.1.1]	ko01100	NA
K00297_upstream.fna.motif.h2_1	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	map00670	One carbon pool by folate
K00297_upstream.fna.motif.h2_1	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	ko00670	NA
K00297_upstream.fna.motif.h2_1	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	map00720	Carbon fixation pathways in prokaryotes
K00297_upstream.fna.motif.h2_1	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	ko00720	NA
K00297_upstream.fna.motif.h2_1	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	map01100	Metabolic pathways
K00297_upstream.fna.motif.h2_1	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	ko01100	NA
K00297_upstream.fna.motif.h2_1	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	map01120	Microbial metabolism in diverse environments
K00297_upstream.fna.motif.h2_1	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	ko01120	NA
K00297_upstream.fna.motif.h2_1	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	map01200	Carbon metabolism
K00297_upstream.fna.motif.h2_1	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	ko01200	NA
K00297_upstream.fna.motif.h1_1.h1_3	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	map00670	One carbon pool by folate
K00297_upstream.fna.motif.h1_1.h1_3	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	ko00670	NA
K00297_upstream.fna.motif.h1_1.h1_3	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	map00720	Carbon fixation pathways in prokaryotes
K00297_upstream.fna.motif.h1_1.h1_3	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	ko00720	NA
K00297_upstream.fna.motif.h1_1.h1_3	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	map01100	Metabolic pathways
K00297_upstream.fna.motif.h1_1.h1_3	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	ko01100	NA
K00297_upstream.fna.motif.h1_1.h1_3	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	map01120	Microbial metabolism in diverse environments
K00297_upstream.fna.motif.h1_1.h1_3	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	ko01120	NA
K00297_upstream.fna.motif.h1_1.h1_3	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	map01200	Carbon metabolism
K00297_upstream.fna.motif.h1_1.h1_3	High power (low covariation)	K00297	upstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	ko01200	NA
K00311_upstream.fna.motif.h1_3.h1_4	Conserved sequence (low covariation and power)	K00311	upstream	ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]	NA	NA
K00324_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00324	upstream	pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]	map00760	Nicotinate and nicotinamide metabolism
